age,money,gender,product,salary
46,5738200000,1,TD11330029000;00266451;10140110400011;10521001001177000,240000000
61,1280500000,0,10-047-1387-0001;10-047-1381-0001;220002101;21001259,1386000000
58,1613300000,0,TD11330028000;10-047-1365-0001,949000000
38,4261400000,0,01211210121;01020400380001,1377000000
49,535600000,1,4,372000000
43,627900000,0,1.01E+13,743000000
52,9275500000,0,10141109800021;220002101;10-047-1387-0001,818000000
33,79300000,0,TD11300031000;WR0001B,463000000
33,1835600000,1,10-01-30-031-0037-0000;21000111;230-0119-85;10527001001272000,1382000000
53,19500000,0,200000303;TD11300035000;TD11300036000,130000000
40,35100000,1,200000303;01030500600002;10511008001166004,826000000
44,1554800000,0,1001303001001;10527001001272000,1298000000
42,24700000,0,01211310121;TD11300035000;01030500560002,812000000
33,561600000,1,10-01-20-388-0002;10-003-1384-0001,1399000000
53,1284400000,1,01020400620001;03202,372000000
60,2098200000,0,10-01-30-031-0018-0000,337000000
33,211900000,1,10511008001166004;TD11300031000;10511008001004000;10511008001278000,391000000
37,321100000,0,10-01-20-024-0046-0000,1287000000
45,306800000,0,10511008001278000;21001203;10511008001004000;TD11300036000,882000000
34,865800000,1,4;010300100335,734000000
56,94900000,0,TD11300035000;21001115,253000000
57,124800000,1,TD11300031000;200000301,482000000
32,59800000,1,00320342;TD11300027000,874000000
50,1951300000,1,TD11330031000;10521001001177000,1429000000
30,620100000,1,10-01-20-024-0046-0000;200000303;10511008001166004;01030500510002,944000000
56,2202200000,1,21001199,1217000000
55,254800000,1,01030500600002;10511008001278000;200000303,490000000
34,600600000,0,10120114300011;WR0001L;10-003-1381-0001,514000000
52,1595100000,0,10140114700031;03100,629000000
32,678600000,0,WR0001F,63000000
31,122200000,0,1.03E+12,169000000
44,347100000,0,10-01-20-024-0046-0000;WR0001B;00320342;01030500510002,704000000
33,5941000000,0,10527001000925000;10-01-30-355-0005;1001303001005,595000000
53,32500000,0,200000301,619000000
46,0,1,WR0001B,1158000000
46,2496000000,0,00266451;1001303001005;10527001000925000,1236000000
59,2047500000,0,10-047-1387-0001,1356000000
51,304200000,0,00320342;WR0001B,617000000
57,4573400000,0,10200100104,290000000
43,176800000,1,TD11300027000;TD11300031000;WR0001B,482000000
48,1079000000,0,10527001001272000;52;10-047-1360-0002;01211210113,435000000
33,2670200000,1,10-01-30-031-0037-0000;21001116;TD11330031000,819000000
59,709800000,0,01030500560002;10511008001166004;10511008001278000,951000000
58,6744400000,0,1.01E+18,740000000
32,2446600000,0,10527001000925000;21001116,1006000000
44,1029600000,0,01020400380001;01020400490002;21001236,791000000
47,210600000,1,10511008001166004;01030500510002;TD11300035000,72000000
34,1345500000,0,01020400380001;10-01-30-031-0037-0000;21000111;10-059-1264-0001,1390000000
51,969800000,0,10120114700011;WR0001F,607000000
60,22486100000,0,220002101;21001199,726000000
46,28600000,0,TD11300036000,313000000
41,300300000,1,10511008001278000;10-01-20-024-0059-0000;01030500560002,390000000
34,384800000,0,21001115;01030500600002;200000303;TD11300036000,49000000
31,0,0,10511008000996000;10-01-20-024-0046-0000;10511008001004000;10-01-20-024-0059-0000,758000000
37,52000000,0,01211310121;200000303;10511008001278000;01030500600002,1217000000
59,3114800000,0,1.01E+13,308000000
55,3827200000,0,10-01-30-031-0018-0000;03100;53,1128000000
33,9209200000,0,10-01-30-031-0037-0000,734000000
30,739700000,1,01013000110000000001;10120116100011;10-003-1387-0001;1001202000002,1041000000
36,0,1,01030500600002;10511008001278000,876000000
44,1479400000,1,10-059-1264-0001;1001303001001;10-01-30-031-0037-0000;1001303001005,947000000
36,70200000,1,TD11300027000,79000000
33,3428100000,1,220002301;21000111;1001303001001,1473000000
36,3214900000,1,1.00E+12,59000000
53,7283900000,1,1.01E+13,1264000000
47,292500000,0,10511008001004000;TD11300027000;01211310121,1016000000
39,22100000,0,21001203;01030500560002;TD11300035000;00320342,90000000
35,4537000000,0,1.01E+13,192000000
32,999700000,1,01211310127;06492,296000000
46,117000000,0,10511008001004000;00320342;WR0001B;200000303,1286000000
30,2320500000,0,52;010200100092,187000000
36,133900000,0,TD11300035000;TD11300031000;21001203,1081000000
47,721500000,0,05100;1001202000002,1252000000
52,6893900000,1,220002701,12000000
43,1635400000,1,1.02E+12,424000000
44,2182700000,1,01211210121;52,297000000
30,2163200000,0,10140110400011;01020400490002,454000000
32,11373700000,1,010200100092;10527001000925000,138000000
42,321100000,0,01030500560002;TD11300036000,190000000
33,4477200000,0,21001116;010200100092;TD11330029000,385000000
45,6949800000,0,21001116;TD11330029000;01211210122,1016000000
45,1487200000,0,TD11330029000,940000000
28,3056300000,0,1.00E+12,607000000
32,7168200000,1,01020400610001;01211210113;10527001000925000;01211210122,1290000000
28,159900000,0,10-01-20-024-0059-0000;10511008000996000;01211310121;01030500600002,18000000
44,557700000,1,01211310127;WR0001F;10-003-1225-0001,251000000
51,6830200000,0,220002101,240000000
56,765700000,1,1001202000002;10-01-20-388-0002;01211310127;10120116100011,177000000
40,738400000,1,4;10120110400011,955000000
49,13325000000,1,00266451;01020400530001;1001303001001,1318000000
50,4598100000,0,TD11330029000,746000000
58,2531100000,1,10521001000846001;10141109800021;21001199;220002101,395000000
37,2557100000,1,21001116;01020400610001;010200100092;52,832000000
27,3027700000,1,21000111;010200100092;TD11330031000;52,800000000
47,15633800000,1,10-01-30-355-0005;10-059-1264-0001;10527001001272000,836000000
39,2284100000,0,21001236;TD11330031000;01020400610001;01020400530001,1202000000
43,139100000,0,10511008001278000;200000303;TD11300035000,434000000
34,1315600000,0,52;21001116,286000000
35,0,0,21001203;10511008001004000;10511008001278000,620000000
58,483600000,0,1.05E+16,1158000000
35,9757800000,0,1.00E+12,231000000
42,408200000,1,10-01-20-024-0059-0000;01030500560002;WR0001B,1456000000
43,1118000000,0,10200100092,1067000000
34,0,1,TD11300036000,50000000
35,4709900000,1,1001303001004;00266451;52,1375000000
38,3211000000,1,10521001001177000;01211210121;03010,1229000000
39,1699100000,1,10140110400011;TD11330029000;010200100092;10-01-30-031-0037-0000,972000000
58,4208100000,0,10141116600001;10-047-1381-0001;10141109800021;01020400620001,556000000
60,6553300000,1,10-01-30-031-0018-0000;TD11330032000;03202;01020400490001,1348000000
56,8604700000,1,010200100104;220002501,1212000000
31,1730300000,0,10-01-30-031-0037-0000,1480000000
37,2561000000,0,1001303001005;230-0119-85;10140110400011,432000000
59,1333800000,1,10-047-1387-0001;220002101;01020400620001;01211210110,695000000
49,323700000,0,01030500560002;10511008001004000;WR0001B,1262000000
30,16714100000,0,01020400530001;10527001000925000;01020400380001,1132000000
31,3649100000,1,10-01-30-355-0005;010200100092;03010;01211210113,26000000
40,6578000000,1,10527001000925000;10527001001272000;10141114700031;TD11330031000,74000000
43,2952300000,0,TD11330031000,1077000000
48,1300000,0,TD11300036000,676000000
34,878800000,1,1.01E+13,1409000000
28,208000000,0,1.03E+12,248000000
34,1168700000,0,1.00E+12,215000000
47,1599000000,0,230-0119-85;01020400530001;10-01-30-355-0005;52,163000000
59,0,1,TD11300031000;00320342;200000301,1117000000
32,910000000,1,10-003-1225-0001,1033000000
31,0,1,200000301,828000000
27,87100000,0,1.03E+12,1272000000
35,165100000,0,01030500510002;01211310121;21001203,1200000000
32,2715700000,1,21001116;21001236,1486000000
57,4660500000,0,10141109800021;10-047-1381-0001,242000000
58,5397600000,0,03202;10141116600001;10521001000846001,157000000
30,1060800000,0,01020400610001;10-01-30-031-0037-0000;21000111;230-0119-85,517000000
37,7081100000,1,10527001001278000;220002301;1001303001004,1460000000
44,357500000,0,21001203,610000000
57,2002000000,0,10-047-1365-0001,695000000
34,976300000,1,10-003-1381-0001;10120110400011;10-003-1387-0001;10120116100011,542000000
54,494000000,0,200000301;01211310121;TD11300027000,910000000
55,1955200000,1,10-047-1381-0001;220002501;53,289000000
59,2317900000,1,53;10141116600001;01012000210000000000,358000000
53,2949700000,1,10-047-1365-0001;03202;01012000200000000003,52000000
37,6649500000,0,00266451;10-01-30-355-0005,510000000
45,1015300000,0,21001236;01020400490002;10141114700031,389000000
49,244400000,0,10511008000996000;200000303;10-01-20-024-0046-0000;200000301,814000000
31,989300000,0,4;200-0135-12;010300100335;05100,1263000000
31,24700000,1,10-01-20-024-0046-0000;TD11300035000;TD11300031000;01030500600002,497000000
35,5860400000,1,010200100092;10-01-30-031-0037-0000;03010;10527001000925000,1285000000
37,85800000,1,01211310121;01030500510002;TD11300036000,854000000
48,2945800000,0,01020400490002;10527001001272000;1001303001004;10527001000925000,623000000
39,6039800000,1,TD11330029000;01211210113;010200100092,485000000
34,1942200000,0,230-0119-85;01020400610001;10-059-1264-0001,1348000000
49,1365000000,0,01211210121;10527001001278000;10-01-30-031-0037-0000,1388000000
41,0,0,21001115;00320342;10511008000996000,903000000
46,0,1,21001203;TD11300035000;01030500560002;10511008000996000,604000000
54,2822300000,0,10141114300011;10-01-30-031-0018-0000,6000000
38,4204200000,0,01020400530001;52;10-047-1360-0002;21001116,130000000
39,15453100000,0,21000111;10527001001278000,1446000000
46,0,0,TD11300027000;10511008001004000,730000000
58,6548100000,1,10141114300011;10521001000846001;01020400620001;10-047-1381-0001,82000000
32,501800000,1,1.01E+18,1474000000
30,11415300000,1,52;10-059-1264-0001;TD11330031000,963000000
51,699400000,0,01013000110000000001;10120110400011;4;01211310127,1364000000
30,7229300000,1,10-01-30-355-0005;01020400530001;21000111,344000000
35,1116700000,1,01020400490002;220002301;TD11330029000;01020400380001,365000000
30,0,1,10511008000996000;21001115;01030500560002,607000000
30,802100000,1,21001203;200000301;10511008001004000,948000000
43,1857700000,0,01211210121;52;010200100092;10-047-1360-0002,620000000
47,5445700000,1,TD11330029000;10140110400011;52,1169000000
51,754000000,1,4;10120114300011;200-0135-12,1187000000
32,3399500000,0,010200100092;21000111;10-01-30-031-0037-0000,51000000
53,763100000,1,6492,581000000
33,193700000,0,21001115;10511008001278000,1352000000
40,3900000,1,TD11300036000,883000000
42,1049100000,0,21001116;10527001000925000,793000000
46,4360200000,1,01211210122;10-059-1264-0001,877000000
32,1623700000,1,01020400610001;1001303001001;21001116,226000000
38,247000000,1,1.05E+16,341000000
32,715000000,0,10-003-1384-0001,1094000000
30,16558100000,0,52,132000000
35,0,0,10-01-20-024-0046-0000;01030500510002;10-01-20-024-0059-0000,729000000
36,1569100000,1,21001236;10527001001278000;TD11330029000;01020400380001,932000000
43,451100000,0,1.05E+16,516000000
42,4826900000,1,10521001001177000;01020400490002;220002301,1046000000
40,4357600000,1,01020400530001;10141114700031,93000000
32,330200000,1,1.05E+16,939000000
32,6050200000,0,10-01-30-031-0037-0000;21001116;00266451;10-059-1264-0001,1391000000
41,501800000,1,21001203;21001115;TD11300035000,756000000
34,3955900000,1,21001116;01211210121,254000000
40,2011100000,0,10527001001278000;01211210121,1477000000
32,1228500000,1,01211210121;01020400490002;21000111,1303000000
32,8322600000,1,10527001001272000;21000111;230-0119-85,1394000000
36,1683500000,1,TD11330031000;10527001001272000;1001303001004,1358000000
45,9090900000,1,01020400380001;TD11330031000,722000000
47,5746000000,1,1.01E+13,360000000
35,183300000,1,TD11300031000,1252000000
36,14900600000,0,10-01-30-031-0037-0000;01020400380001;10-01-30-355-0005,715000000
33,8895900000,1,00266451;10140110400011,179000000
30,651300000,0,10120110400011;06492;200-0135-12,567000000
32,7547800000,0,1001303001004;10140110400011;21001116;10141114700031,1224000000
45,26179400000,0,1001303001004;03010;10-059-1264-0001;10527001001272000,808000000
47,1709500000,1,010200100092;10-01-30-031-0037-0000;52,30000000
46,0,0,10-01-20-024-0046-0000;TD11300036000;01030500510002,950000000
39,9100000,0,1.03E+12,742000000
30,5107700000,0,TD11330031000;230-0119-85,169000000
45,9100000,0,TD11300027000;21001115;WR0001B,980000000
43,908700000,1,1001202000002;10-003-1387-0001;200-0135-12;10120114300011,162000000
53,547300000,1,10-01-20-388-0002;10120114300011,1244000000
43,5632900000,0,10-01-30-031-0037-0000,842000000
54,390000000,1,10-01-20-024-0046-0000;10-01-20-024-0059-0000;WR0001B;10511008001004000,912000000
30,10104900000,0,03010;01020400380001;10141114700031,370000000
30,2332200000,0,1211210113,1223000000
36,2641600000,1,10527001000925000;01020400530001,650000000
33,4421300000,1,10527001001272000;52;TD11330029000;10521001001177000,230000000
38,1443000000,0,10521001001177000;1001303001004,1297000000
37,3988400000,1,01020400380001;52;220002301;21001236,89000000
32,1277900000,0,10527001001272000;TD11330029000;01020400530001,262000000
59,3114800000,1,1.01E+13,622000000
59,8954400000,0,01020400620001;03100;10140114700031;53,574000000
46,2713100000,1,1.05E+16,762000000
32,157300000,1,200000301;TD11300035000;10511008001004000;WR0001B,158000000
52,4509700000,0,21001199;010200100051,383000000
45,7099300000,0,TD11330031000;01211210121;52;01211210113,601000000
52,9254700000,1,01020400620001;10521001000846001;10141114300011;01012000200000000003,1033000000
31,45500000,1,TD11300036000;10511008001166004,696000000
31,408200000,1,10511008000996000;TD11300027000;21001115,454000000
39,24060400000,0,10-01-30-355-0005;10140110400011;TD11330031000;01211210122,49000000
35,7330700000,1,1.05E+16,1331000000
33,3793400000,1,00266451;01020400380001,458000000
50,16274700000,0,01020400490002;230-0119-85;21001116;01211210122,1185000000
36,5289700000,1,1001303001005;10527001000925000;01020400380001,877000000
34,5530200000,0,52;01020400490002;00266451,1300000000
46,284700000,0,TD11300027000;10511008001004000;TD11300031000,885000000
47,0,0,10511008001278000;01030500560002;WR0001B,201000000
39,2941900000,1,01211210113;01020400380001;10-01-30-355-0005;010200100092,570000000
31,3365700000,0,03010;21000111,1440000000
41,2576600000,1,1001303001005;10527001001278000,923000000
59,9163700000,0,10521001000846001;01020400490001;10-01-30-031-0018-0000,468000000
39,2558400000,1,10-01-30-031-0037-0000;21000111,1268000000
48,9353500000,0,10-01-30-355-0005,768000000
50,5352100000,0,01020400490002;21001236;220002301,1427000000
31,5135000000,0,220002301;10-059-1264-0001,18000000
30,643500000,1,200-0135-12,829000000
31,11217700000,0,10-059-1264-0001;21001236;TD11330031000;01020400610001,636000000
30,591500000,0,01013000110000000001;1001202000002;10-003-1381-0001,881000000
34,5896800000,0,266451,802000000
53,2310100000,0,10-047-1381-0001;10-01-30-031-0018-0000;01020400510001;21001199,110000000
34,4585100000,1,10521001001177000;TD11330031000,1377000000
57,483600000,0,10511008000996000;01030500560002,571000000
41,119600000,1,TD11300035000;10511008001166004;21001115;10511008001004000,902000000
40,93600000,0,21001115;01030500510002,128000000
37,1992900000,1,10200100092,1050000000
31,5392400000,1,010200100092;TD11330029000,933000000
58,124800000,1,TD11300036000;TD11300031000;200000303,844000000
39,2918500000,0,220002301,1455000000
47,1084200000,1,52;01020400490002;TD11330031000,1455000000
44,5354700000,0,1.02E+12,820000000
45,682500000,1,320342,1426000000
41,50700000,0,TD11300036000;01030500510002,627000000
33,0,1,TD11300027000,618000000
30,3595800000,0,21000111;10-01-30-355-0005,1345000000
30,4290000000,0,TD11330029000;03010,731000000
42,46800000,1,WR0001B;TD11300035000,196000000
49,29276000000,0,21001116;10-047-1360-0002;21001236,299000000
59,10041200000,1,220002501;01020400490001;10-047-1387-0001;01012000200000000003,11000000
31,144300000,1,1.05E+16,522000000
43,3432000000,0,10141114700031;00266451;01211210121,119000000
38,4466800000,1,00266451;1001303001005;10521001001177000;01020400380001,436000000
30,0,0,00320342;01030500510002;TD11300036000;01211310121,699000000
35,4726800000,0,1211210113,628000000
43,4274400000,0,21001116;01020400610001;10527001000925000;010200100092,1086000000
34,3422900000,0,220002301;21001236,840000000
52,754000000,0,1.01E+13,1111000000
46,193700000,1,10511008001166004;TD11300031000;200000303;10511008001278000,892000000
46,5627700000,0,00266451;10521001001177000;1001303001005;TD11330031000,791000000
37,1426100000,1,01020400610001;01020400380001;10527001001272000;10-047-1360-0002,1392000000
42,1657500000,0,010200100092;220002301,458000000
23,1303900000,0,00266451;230-0119-85,1093000000
53,1305200000,1,01012000210000000000;10-047-1381-0001;TD11330032000,302000000
26,1058200000,0,10141114700031;00266451,612000000
49,1050400000,1,10521001001177000;TD11330029000;1001303001004,426000000
34,1116700000,1,10141114700031;1001303001001;10527001001278000,231000000
28,5804500000,0,1001303001001;10-047-1360-0002;10141114700031;1001303001004,875000000
46,0,0,01030500600002;TD11300036000,946000000
26,808600000,0,01211310127;10-003-1384-0001;10-01-20-388-0002;10-003-1387-0001,53000000
31,2221700000,1,03010;10140110400011;10527001001278000,118000000
51,512200000,1,4;01211310130,1322000000
47,1462500000,0,21001116;10140110400011;01211210113,672000000
53,600600000,1,21001203;10511008001004000;200000301,1227000000
29,715000000,1,01211310127;1001202000002;01013000110000000001;10-003-1225-0001,87000000
32,702000000,1,200-0135-12;01211310127,181000000
26,1223300000,0,1001303001005;01211210121,970000000
40,1769300000,0,TD11330031000;10527001001278000;10-047-1360-0002;01020400490002,800000000
33,587600000,0,10-01-20-024-0046-0000,76000000
49,673400000,0,01013000110000000001;WR0001F;10-003-1225-0001,1230000000
60,92300000,1,TD11300031000,1170000000
41,4204200000,1,266451,143000000
36,127400000,0,10-01-20-024-0059-0000,248000000
29,254800000,1,21001115;10511008000996000,72000000
42,1216800000,0,10527001000925000;21000111;10521001001177000,521000000
33,390000000,0,01030500560002;01211310121,844000000
31,282100000,1,01030500560002;01030500600002;WR0001B,447000000
31,211900000,0,21001115;TD11300027000;01030500600002;21001203,975000000
26,143000000,0,21001203;TD11300035000;10511008001004000,93000000
40,2139800000,0,TD11330029000;10527001001272000,1313000000
45,2652000000,1,21000111;10527001001278000,1463000000
55,400400000,1,10-01-20-024-0046-0000;21001115;WR0001B;01030500510002,892000000
29,3022500000,0,10-047-1360-0002;10527001001272000,729000000
47,111800000,1,200000303,1405000000
50,1414400000,1,1.05E+16,494000000
44,0,1,01030500600002;01211310121;10511008001278000,1121000000
56,0,1,10-01-20-024-0059-0000;TD11300036000;01030500560002,541000000
39,2733900000,0,01211210121;1001303001005,374000000
59,2600000,0,21001203;TD11300036000;01211310121;21001115,682000000
43,66300000,1,21001115;10511008001004000,1027000000
36,124800000,1,01030500600002;21001203;200000301;10-01-20-024-0059-0000,27000000
29,1335100000,1,10-059-1264-0001;00266451;1001303001005,972000000
38,1700400000,0,01020400490002;010200100092;00266451,740000000
41,1092000000,1,1001303001004;01020400490002;230-0119-85;TD11330029000,1031000000
58,7411300000,0,10-047-1365-0001;220002101;010200100104;01211210110,534000000
61,7820800000,1,03202;01020400620001,461000000
36,819000000,0,10120114700011;WR0001F,182000000
30,561600000,1,10-003-1225-0001;200-0135-12;10120116100011,906000000
43,321100000,1,1.05E+16,1245000000
39,67600000,0,TD11300027000,359000000
48,809900000,0,01211310130;WR0001L;10-003-1225-0001;10120116100011,415000000
26,0,0,320342,661000000
51,130000000,0,21001203;00320342;10511008001166004;21001115,533000000
37,5315700000,0,10-01-30-031-0037-0000;00266451;21001116,647000000
29,2169700000,1,1.05E+16,641000000
57,219700000,1,1211310121,264000000
25,627900000,1,010300100335;10120114700011,474000000
68,325000000,0,10-01-20-024-0059-0000,964000000
34,0,0,1.03E+12,889000000
38,1172600000,0,52,593000000
54,2802800000,0,01020400510001;220002101;010200100051;10-047-1365-0001,1284000000
32,3068000000,0,10527001001278000;10521001001177000,967000000
41,261300000,0,1.05E+16,1071000000
48,119600000,1,01030500600002;WR0001B;21001115;200000303,1106000000
59,668200000,0,01013000110000000001;10120110400011,1018000000
39,148200000,0,200000303,1405000000
31,1730300000,0,010200100092;10527001001272000,502000000
30,951600000,1,010300100335;10120114700011;4,572000000
40,1700400000,1,1.01E+13,1106000000
28,0,0,10511008001166004;21001203,1482000000
52,1261000000,0,10511008001166004;01030500600002;21001203;200000303,59000000
32,1619800000,0,21000111,237000000
34,94900000,0,01030500560002;TD11300027000;10-01-20-024-0059-0000,1030000000
31,527800000,0,10-003-1225-0001,413000000
57,5708300000,1,TD11330028000,13000000
31,218400000,1,10511008001166004;TD11300027000;01211310121,490000000
29,1873300000,0,10527001000925000;10521001001177000;01020400610001;10-059-1264-0001,425000000
75,5045300000,1,220002101;01012000210000000000;01211210110;21001259,58000000
32,881400000,0,4;10120114300011,814000000
31,183300000,0,10511008001278000;21001115,1228000000
41,122200000,0,01030500510002;21001203,3000000
22,1166100000,1,00266451;220002301;21001116;03010,588000000
31,1578200000,1,1001303001005;01020400380001;01020400490002,546000000
69,421200000,0,TD11300027000;10511008000996000,636000000
30,3465800000,0,21001236;01211210121;1001303001005,778000000
49,13796900000,0,1.00E+12,318000000
29,906100000,0,06492;10120110400011,198000000
43,1238900000,0,01020400610001;TD11330031000,656000000
28,257400000,1,200000301;10511008000996000,1497000000
56,1443000000,1,220002501;10140114300011;01020400620001,802000000
39,169000000,0,01211310121;21001203;200000303,1026000000
33,409500000,0,TD11300036000,116000000
38,5697900000,0,10-047-1360-0002,705000000
30,406900000,1,01211310121;10-01-20-024-0059-0000;TD11300027000;01030500510002,546000000
29,354900000,0,TD11300031000;01030500600002;TD11300027000;TD11300036000,633000000
69,1092000000,1,10-047-1387-0001;10-047-1381-0001,1461000000
44,401700000,0,TD11300036000;10511008001166004,997000000
35,3519100000,0,01020400610001;01020400380001,341000000
31,1441700000,0,21001236;10-059-1264-0001,1261000000
26,131300000,0,01211310121;TD11300036000;WR0001B;01030500510002,660000000
26,942500000,0,4;10120114300011,1125000000
34,401700000,0,TD11300027000;21001203,1359000000
42,703300000,1,1211310127,328000000
54,0,1,WR0001B;10511008001166004;TD11300035000,606000000
53,2111200000,1,03202;53;01020400620001;TD11330028000,43000000
54,0,0,01030500600002;10-01-20-024-0059-0000;00320342;TD11300031000,948000000
48,413400000,0,1.05E+16,572000000
40,2480400000,0,10527001001272000;10527001000925000;TD11330031000;21001116,226000000
28,878800000,1,01211310127;05100;WR0001L;10120114700011,688000000
34,1398800000,1,1211210113,392000000
34,1596400000,1,21001116;10140110400011,364000000
32,0,1,TD11300027000,517000000
31,16900000,0,TD11300027000;TD11300035000;21001203,3000000
31,16714100000,0,10-047-1360-0002;10-01-30-355-0005;220002301,1338000000
66,0,0,10511008000996000;200000303,747000000
37,7931300000,1,10140110400011;10-059-1264-0001;10521001001177000,1203000000
33,205400000,0,10-01-20-024-0046-0000;21001203,176000000
50,449800000,1,200000303;TD11300035000;00320342,14000000
33,906100000,0,1.01E+13,119000000
56,800800000,0,1.01E+13,657000000
26,1482000000,1,230-0119-85,649000000
59,4477200000,0,01211210110;03202;TD11330028000;53,1370000000
32,2442700000,1,230-0119-85;01020400490002;10527001000925000,344000000
22,0,1,1.05E+16,787000000
34,0,0,01030500560002;10-01-20-024-0059-0000;01030500600002,530000000
39,1940900000,1,10-059-1264-0001;00266451;1001303001005,721000000
28,406900000,0,10511008000996000;10511008001004000;TD11300031000;TD11300027000,1040000000
31,2359500000,0,TD11330029000;220002301,49000000
33,910000000,1,01013000110000000001;4;WR0001F,1165000000
66,267800000,1,21001115,385000000
26,331500000,1,10-01-20-024-0059-0000;01030500510002,944000000
30,351000000,0,200000301;01030500510002;TD11300031000,421000000
28,6483100000,0,1.00E+12,1240000000
29,874900000,0,010300100335;10-003-1225-0001,1105000000
49,416000000,1,10-01-20-024-0059-0000;TD11300027000;01030500600002;10511008001278000,1328000000
34,0,1,1.05E+16,1192000000
47,379600000,0,10511008000996000;01030500510002,551000000
42,984100000,0,4;10-003-1387-0001;10120116100011,707000000
43,52000000,1,01030500600002;200000301;00320342,427000000
61,1634100000,1,01211210110;01020400510001;10-047-1381-0001;03202,1498000000
35,2200900000,0,10-059-1264-0001,141000000
40,6578000000,0,10-01-30-031-0037-0000;220002301;010200100092;01020400530001,7000000
31,484900000,0,10-01-20-024-0059-0000,301000000
33,479700000,1,01030500560002;10511008001004000,334000000
69,3049800000,1,01020400620001;TD11330032000,831000000
30,2078700000,1,01020400610001;TD11330031000;10521001001177000,1045000000
41,1385800000,1,1211210121,318000000
31,3383900000,0,1001303001004;10527001000925000,1068000000
22,495300000,1,21001203,1429000000
37,1708200000,1,01020400610001;1001303001004;01211210121;21000111,806000000
48,7395700000,0,52;01211210113,1236000000
85,15748200000,1,10-047-1381-0001;01012000210000000000,1489000000
72,0,1,00320342;10511008001004000,1459000000
46,2901600000,1,1.05E+16,1077000000
26,15420600000,1,10-047-1360-0002;03010;1001303001001,856000000
37,165100000,1,320342,337000000
53,2797600000,0,10-01-30-355-0002;10140114300011;53;220002101,985000000
33,4617600000,1,230-0119-85;52,1492000000
90,1300000,0,10511008001278000;TD11300031000,1169000000
54,2433600000,0,220002101;53;10-047-1365-0001;01020400490001,1409000000
67,1743300000,1,010200100104;10141109800021,1420000000
42,10012600000,0,21001236;10-01-30-031-0037-0000;1001303001004;10527001000925000,349000000
71,6054100000,0,01020400620001;10140114700031,1054000000
44,516100000,0,1.01E+13,387000000
47,0,1,200000301,752000000
44,452400000,1,21001115;10-01-20-024-0046-0000,726000000
37,3174600000,1,21001116;10527001001272000,162000000
37,2005900000,1,10527001001278000;01211210113;220002301;1001303001001,1415000000
28,1046500000,1,266451,1187000000
21,2944500000,0,TD11330031000,1041000000
32,405600000,1,10-01-20-024-0046-0000;01211310121,667000000
51,254800000,0,10-01-20-024-0059-0000;01030500560002;10511008001278000;01030500510002,227000000
26,806000000,1,10120114700011;01013000110000000001;10120114300011,851000000
74,2228200000,0,01020400510001;01020400620001;10140114300011,367000000
65,3140800000,1,53,983000000
47,435500000,1,10-01-20-024-0059-0000,845000000
38,981500000,0,WR0001L;01211310127,912000000
71,3705000000,0,10-01-30-031-0018-0000;220002701,269000000
29,1475500000,0,01211210122;220002301;03010,1050000000
61,256100000,1,200000301;10-01-20-024-0046-0000,357000000
57,936000000,0,4;10120110400011,272000000
37,6961500000,1,10521001001177000;21000111,1117000000
68,578500000,0,01013000110000000001;01211310130,601000000
29,6966700000,1,10521001001177000;10141114700031,339000000
51,1875900000,0,10-047-1365-0001;01020400510001,160000000
41,5261100000,0,10-047-1360-0002;01211210113;10527001001272000,1040000000
24,31041400000,0,10521001001177000;10527001000925000,1093000000
24,217100000,0,200000301,40000000
59,1361100000,0,10140114700031;220002701;01012000210000000000,135000000
85,9896900000,0,TD11330032000;01012000200000000003,506000000
51,152100000,1,21001115,28000000
39,2945800000,0,10527001001272000;1001303001004;10521001001177000;01020400530001,657000000
44,725400000,0,200-0135-12,422000000
26,3261700000,1,220002301;00266451;03010;01211210122,1214000000
48,2350400000,0,01211210113;220002301,778000000
37,1469000000,1,01020400610001;10-01-30-031-0037-0000,67000000
71,848900000,0,10-003-1387-0001,376000000
62,2627300000,1,220002701;010200100051,1311000000
26,406900000,1,TD11300035000,162000000
43,1277900000,0,10140110400011;52;10527001000925000;01020400610001,226000000
30,7229300000,0,230-0119-85;10140110400011,1042000000
50,10848500000,1,01211210122;230-0119-85;220002301;10-01-30-355-0005,937000000
25,1600300000,0,00266451;1001303001001,624000000
25,4849000000,0,10-047-1360-0002;21000111,130000000
31,1201200000,0,01020400530001;10141114700031,955000000
28,3235700000,1,52;01211210121;10-01-30-031-0037-0000,1330000000
66,1293500000,0,01020400620001;1001303001003,53000000
41,364000000,1,WR0001B;01030500510002,511000000
46,4464200000,1,10-01-30-031-0037-0000;1001303001001;52;10521001001177000,866000000
42,748800000,0,01211310127;10-003-1384-0001;10120110400011,1144000000
28,1771900000,1,01211210113;01211210121;01020400530001,932000000
39,755300000,0,10-01-20-388-0002;06492;10120114700011,717000000
42,1788800000,1,10-01-30-031-0037-0000;10-01-30-355-0005;01211210113;1001303001001,744000000
35,67600000,1,10511008001004000;10-01-20-024-0046-0000;10511008001166004,218000000
55,0,0,1.05E+16,955000000
37,713700000,0,05100;10-003-1387-0001;200-0135-12;4,525000000
29,119600000,1,01030500560002;10-01-20-024-0059-0000;00320342,935000000
49,3745300000,1,21000111,1209000000
