age,money,salary,gender,product
50,16900000,20000000,0,WR0001B;01211310121
73,4163900000,416390000,0,010200100104;220002701;10140114300011
34,787800000,78780000,0,01013000110000000001;1001202000002
28,0,20000000,1,WR0001B;TD11300035000
42,685100000,68510000,0,10-003-1381-0001;10120116100011;06492;01211310130
54,401700000,40170000,0,200000303;01211310121
27,5632900000,500000000,1,01020400530001;01020400610001
73,328900000,32890000,1,TD11300036000;TD11300031000;200000301;10511008001004000
33,8849100000,500000000,1,00266451;01020400530001
51,107900000,20000000,0,200000301;TD11300027000;01211310121;200000303
32,1064700000,106470000,1,21000111;03010;TD11330031000;010200100092
33,2558400000,255840000,1,01020400380001;21000111;01211210121
26,176800000,20000000,0,01030500560002;10511008001166004;00320342;01030500510002
32,2593500000,259350000,0,220002301;01020400610001;01020400530001;21000111
41,370500000,37050000,1,01030500510002;01030500600002
39,807300000,80730000,1,010300100335;WR0001F;01211310127;10120114700011
24,776100000,77610000,0,01013000110000000001;200-0135-12
37,0,20000000,0,21001203;TD11300027000;00320342;10511008001004000
35,2275000000,227500000,0,21001236;01020400380001;1001303001005
26,13111800000,500000000,1,1.01E+13
29,4505800000,450580000,0,10-059-1264-0001
63,2850900000,285090000,0,TD11330030000;10521001000846001;220002701
95,2966600000,296660000,1,01020400510001;10141109800021
65,2564900000,256490000,1,01020400620001;TD11330030000;10-047-1387-0001;10-047-1381-0001
59,14202500000,500000000,1,01020400620001;10141116600001;010200100051;TD11330028000
35,915200000,91520000,1,10-003-1225-0001;010300100335
74,12324000000,500000000,0,21001259;220002101
56,4408300000,440830000,0,TD11330032000;01012000210000000000;10-047-1387-0001;21001259
26,1474200000,147420000,1,3010
30,8165300000,500000000,0,01020400530001;01211210122
29,159900000,20000000,0,21001115;TD11300027000
78,11122800000,500000000,1,1.01E+13
45,0,20000000,1,1.05E+16
29,2600000,20000000,1,10-01-20-024-0059-0000;01030500600002;00320342;TD11300036000
39,1440400000,144040000,0,10527001001278000;21001236;21000111;10527001000925000
45,275600000,27560000,0,21001203;21001115;10511008000996000;TD11300036000
45,6643000000,500000000,1,1211210122
36,22100000,20000000,1,TD11300035000
41,1224600000,122460000,0,21001116;TD11330029000;TD11330031000;10527001001272000
38,0,20000000,1,01211310121;200000303
33,1146600000,114660000,0,52;01211210113;10527001001272000
30,105300000,20000000,1,200000303;01030500510002;TD11300036000
65,358800000,35880000,0,10511008001166004;TD11300031000;TD11300036000;TD11300035000
75,3888300000,388830000,1,01211210110;220002701;03202;TD11330028000
65,117000000,20000000,1,00320342;10-01-20-024-0046-0000
53,4880200000,488020000,0,01211210110;01020400490001;10-047-1387-0001;53
40,513500000,51350000,1,10120114300011;10-003-1381-0001;06492
31,878800000,87880000,1,10-01-20-388-0002;01013000110000000001;4
25,10400000,20000000,1,1.05E+16
37,0,20000000,1,200000303;WR0001B;10-01-20-024-0059-0000;01030500600002
32,2689700000,268970000,1,10-01-30-355-0005;10140110400011;01211210121
45,657800000,65780000,0,10-003-1384-0001;200-0135-12;4
35,10400000,20000000,1,200000303;10511008001166004;10-01-20-024-0046-0000
74,871000000,87100000,0,10-003-1384-0001;10-003-1381-0001;10120114700011
37,0,20000000,0,10-01-20-024-0046-0000
59,2520700000,252070000,0,10140114300011;10141109800021;21001259;21001199
76,2314000000,231400000,0,TD11330030000;53;10-047-1381-0001;01012000200000000003
25,0,20000000,1,TD11300036000
27,1241500000,124150000,1,21001116;10527001001272000;01020400380001
39,951600000,95160000,0,10-003-1225-0001;10-003-1381-0001;10-003-1384-0001
24,2628600000,262860000,1,1.02E+12
28,5328700000,500000000,0,01020400610001;52;10-01-30-031-0037-0000;10527001001278000
51,6392100000,500000000,0,220002701
66,3747900000,374790000,0,TD11330028000;01020400620001;01020400510001;01012000210000000000
28,1786200000,178620000,0,1001303001005;1001303001004
30,517400000,51740000,1,WR0001L
58,3935100000,393510000,1,10521001000846001;01012000210000000000;01012000200000000003
32,3866200000,386620000,0,10-01-30-031-0037-0000;10140110400011;01211210113
31,1405300000,140530000,1,00266451;10-047-1360-0002
71,497900000,49790000,0,21001115;TD11300031000
37,5086900000,500000000,1,03010;01211210122;01211210113
56,4273100000,427310000,1,10-047-1387-0001;10-047-1365-0001
65,4717700000,471770000,1,01012000210000000000;10141116600001;TD11330028000
72,171600000,20000000,0,01030500560002;01030500600002
51,943800000,94380000,0,010300100335;01211310130
35,193700000,20000000,0,TD11300035000;10511008000996000;01211310121;21001203
34,832000000,83200000,0,06492;01211310127;1001202000002;10120114300011
29,10019100000,500000000,0,1.05E+16
30,68900000,20000000,1,01030500560002;200000301
39,19500000,20000000,0,01211310121;01030500510002;10-01-20-024-0059-0000;10511008001004000
45,314600000,31460000,1,00320342;TD11300031000;01030500600002
28,490100000,49010000,1,10-01-20-024-0059-0000;10511008001166004;01030500560002;01030500600002
52,122200000,20000000,0,200000301;10511008001166004;10511008001278000
59,471900000,47190000,1,10511008001166004;10511008001004000
38,2561000000,256100000,1,52;01211210122
47,1517100000,151710000,0,10527001001272000;1001303001005
52,250900000,25090000,0,10511008000996000;01030500600002;TD11300031000
38,0,20000000,1,10-01-20-024-0059-0000;01030500560002;10-01-20-024-0046-0000
29,101400000,20000000,0,WR0001B;01211310121;10-01-20-024-0059-0000;10511008001166004
36,1678300000,167830000,0,10527001001278000;01020400530001
58,1852500000,185250000,0,1001303001003;TD11330028000;10141109800021
31,4396600000,439660000,1,10527001001272000;10521001001177000;21000111;010200100092
59,7257900000,500000000,0,TD11330028000;10-047-1365-0001
47,1599000000,159900000,1,10527001000925000;01211210121;1001303001004;10-01-30-031-0037-0000
36,124800000,20000000,1,01030500560002;01211310121;21001115;00320342
21,291200000,29120000,0,TD11300036000;10-01-20-024-0059-0000;TD11300027000
23,0,20000000,0,21001203;21001115;200000303;10511008001278000
47,2249000000,224900000,0,01211210113;01020400610001;21000111
29,906100000,90610000,1,01013000110000000001;10-003-1225-0001;010300100335
25,1225900000,122590000,0,10-047-1360-0002;1001303001005;01211210113;10141114700031
37,1895400000,189540000,0,1.02E+12
33,123500000,20000000,0,10511008001004000;10-01-20-024-0046-0000
59,3000400000,300040000,1,220002701;10521001000846001
58,7411300000,500000000,1,TD11330028000;10-047-1381-0001;10141114300011
44,1987700000,198770000,0,1001303001001;01211210122;230-0119-85
48,379600000,37960000,1,200000303;10-01-20-024-0059-0000;10-01-20-024-0046-0000;WR0001B
34,9708400000,500000000,1,10141114700031;10527001000925000;00266451;03010
42,2026700000,202670000,1,10-01-30-355-0005;01020400380001;01020400490002
54,2200900000,220090000,0,10141109800021;01020400510001
42,984100000,98410000,0,WR0001L;10120116100011;10-003-1225-0001;01211310127
42,261300000,26130000,1,TD11300035000;00320342;10511008000996000
44,1391000000,139100000,1,10527001000925000;TD11330031000
37,1729000000,172900000,1,1.01E+13
29,408200000,40820000,0,TD11300035000;10-01-20-024-0059-0000
47,880100000,88010000,1,10-003-1384-0001
24,3698500000,369850000,0,1.01E+13
34,-41600000,20000000,1,01211310121;TD11300035000;200000303
30,517400000,51740000,0,10-003-1384-0001;WR0001L;10-003-1381-0001
46,0,20000000,0,10-01-20-024-0046-0000;01030500510002;01211310121
34,1738100000,173810000,1,TD11330029000;TD11330031000
59,640900000,64090000,0,05100;10-01-20-388-0002
35,2275000000,227500000,0,1.00E+12
33,5721300000,500000000,0,10141114700031;52;10527001000925000
35,250900000,25090000,0,TD11300027000;01211310121
37,6637800000,500000000,1,10-047-1360-0002;TD11330031000;21001116;10-059-1264-0001
35,1292200000,129220000,1,1001303001001;01211210113
38,1431300000,143130000,1,10141114700031;10527001000925000
33,167700000,20000000,0,10511008001004000;01030500560002
42,7878000000,500000000,0,TD11330031000;1001303001005;52;010200100092
33,71500000,20000000,1,10511008000996000;01030500600002;10511008001166004;10511008001004000
53,2111200000,211120000,0,03100;01020400510001;220002701
53,443300000,44330000,1,21001203
31,2620800000,262080000,0,01020400610001;10-01-30-355-0005;21001236
26,331500000,33150000,0,10-01-20-024-0059-0000
30,6089200000,500000000,1,10527001000925000;10-059-1264-0001
24,1367600000,136760000,1,230-0119-85
28,2350400000,235040000,0,03010;1001303001001
26,4564300000,456430000,0,10-059-1264-0001;TD11330029000
35,673400000,67340000,0,01013000110000000001;10-003-1381-0001;10-003-1225-0001;10120116100011
28,295100000,29510000,0,1211310121
30,351000000,35100000,1,200000303
32,6152900000,500000000,1,10-059-1264-0001
52,8654100000,500000000,0,01211210110;10-01-30-355-0002;10-047-1381-0001;03100
38,796900000,79690000,1,WR0001F;10-003-1387-0001;1001202000002
34,7100600000,500000000,0,10-01-30-355-0005;10527001001272000;10-059-1264-0001
29,876200000,87620000,0,1.01E+13
30,473200000,47320000,0,10511008000996000;10511008001004000
31,235300000,23530000,0,10511008001278000;00320342;200000303;01030500510002
24,616200000,61620000,1,010300100335;10-01-20-388-0002;01013000110000000001
25,284700000,28470000,0,01030500560002;10-01-20-024-0046-0000;01030500510002
47,111800000,20000000,0,01030500510002;21001203;TD11300031000
33,1521000000,152100000,0,230-0119-85
34,23400000,20000000,0,TD11300031000;WR0001B;01030500600002
36,256100000,25610000,0,10511008001004000;01030500600002
50,1219400000,121940000,1,10527001001272000;01211210121;10521001001177000
34,1596400000,159640000,0,10140110400011;10-01-30-031-0037-0000;10-059-1264-0001;TD11330031000
54,2802800000,280280000,0,220002701;TD11330030000;10-01-30-355-0002;1001303001003
47,3130400000,313040000,1,10-047-1360-0002;01211210113;10140110400011;10141114700031
31,45500000,20000000,0,00320342;TD11300036000;01030500600002
36,510900000,51090000,1,10120116100011;1001202000002;200-0135-12;10-01-20-388-0002
35,803400000,80340000,0,1211310130
25,2090400000,209040000,1,1211210121
46,908700000,90870000,1,10-003-1381-0001;01211310127;01013000110000000001;10120114700011
49,7542600000,500000000,1,TD11330029000;10527001001272000;10140110400011
47,3573700000,357370000,1,010200100092;10-01-30-355-0005;21001116
35,1510600000,151060000,1,21001236;01211210121;21000111;10-059-1264-0001
30,1008800000,100880000,0,TD11330031000
31,2104700000,210470000,0,TD11330031000;21001116;52;01020400530001
55,180700000,20000000,0,1.05E+16
25,3660800000,366080000,1,1.05E+16
26,659100000,65910000,0,200-0135-12
85,127400000,20000000,0,01030500560002;200000301
29,3578900000,357890000,0,1001303001005;TD11330031000
39,0,20000000,1,10-01-20-024-0046-0000;10511008000996000
33,647400000,64740000,1,10-003-1225-0001;01013000110000000001;200-0135-12
33,910000000,91000000,0,10-003-1387-0001;010300100335;1001202000002;10-01-20-388-0002
58,5397600000,500000000,0,TD11330028000
61,1205100000,120510000,1,TD11330030000;21001259;220002501;010200100051
50,2927600000,292760000,0,10527001000925000;TD11330031000;230-0119-85
54,0,20000000,0,1.03E+12
33,0,20000000,0,21001115
36,946400000,94640000,1,10-003-1387-0001;01211310127
31,460200000,46020000,1,10511008001004000;WR0001B;TD11300035000;21001115
24,496600000,49660000,1,10511008001278000;21001203;10511008001166004;10511008001004000
29,47127600000,500000000,0,1001303001001;TD11330029000
40,205400000,20540000,1,21001203;01030500510002
29,954200000,95420000,0,10120114700011;10120116100011
30,396500000,39650000,0,21001203;10511008000996000;TD11300035000
45,13327600000,500000000,0,01020400490002;010200100092
37,4083300000,408330000,1,21000111;10521001001177000
28,306800000,30680000,0,10511008000996000;TD11300036000
33,7068100000,500000000,0,266451
33,172900000,20000000,0,TD11300031000;01211310121
45,832000000,83200000,1,1.01E+13
25,328900000,32890000,1,TD11300027000;01030500560002
41,6578000000,500000000,0,52;10141114700031;10-059-1264-0001
38,1172600000,117260000,0,21001236;52
47,435500000,43550000,0,01030500560002;TD11300027000;TD11300031000
49,1300000,20000000,0,10511008001166004;TD11300031000
42,1886300000,188630000,0,1.02E+12
33,2126800000,212680000,0,01020400530001;1001303001004;10-047-1360-0002
36,4187300000,418730000,1,21001236;10-047-1360-0002;220002301;1001303001004
60,410800000,41080000,1,TD11300031000;200000301;10511008001166004
33,2657200000,265720000,1,10-01-30-031-0037-0000;52
33,724100000,72410000,0,WR0001F
33,635700000,63570000,1,10-003-1381-0001;1001202000002
32,1479400000,147940000,1,01020400610001;03010;01211210113;10-01-30-355-0005
36,244400000,24440000,1,TD11300036000;00320342;01030500600002
45,2597400000,259740000,1,10-059-1264-0001;01020400380001;21001116
35,676000000,67600000,1,1.01E+13
38,8278400000,500000000,0,00266451;10-047-1360-0002
30,3465800000,346580000,1,52;01020400380001
31,5436600000,500000000,1,230-0119-85;21001116;01020400490002
32,4252300000,425230000,0,230-0119-85;01020400530001;01020400610001
44,211900000,21190000,0,TD11300035000;01030500510002
39,1969500000,196950000,1,52;10141114700031;1001303001004
45,1043900000,104390000,1,10-059-1264-0001;230-0119-85
32,520000000,52000000,1,010300100335;10-01-20-388-0002;01211310127;10-003-1384-0001
39,3190200000,319020000,1,52;01020400610001
30,692900000,69290000,1,200-0135-12;010300100335;WR0001L;4
63,3057600000,305760000,1,10-047-1365-0001;220002701
56,12177100000,500000000,1,10-01-30-031-0018-0000;1001303001003;TD11330032000;220002101
26,308100000,30810000,1,10-01-20-024-0059-0000;10-01-20-024-0046-0000;10511008001278000
37,577200000,57720000,1,WR0001L;4;01013000110000000001
29,12229100000,500000000,1,1.01E+13
24,503100000,50310000,0,1.01E+13
35,3862300000,386230000,0,21001236;21001116
43,3435900000,343590000,1,1.00E+12
39,339300000,33930000,1,10511008000996000;21001203;01030500510002;00320342
59,668200000,66820000,1,10-003-1387-0001;10120110400011;01211310130;1001202000002
50,7633600000,500000000,1,01211210113;01020400380001
44,-478400000,20000000,0,10511008001278000;200000303
35,244400000,24440000,1,01211310121;01030500510002
30,79300000,20000000,0,10-01-20-024-0046-0000
58,2808000000,280800000,0,10-047-1365-0001;01012000200000000003;21001259;10521001000846001
37,855400000,85540000,0,01013000110000000001;10120116100011;WR0001L
39,0,20000000,1,200000301;00320342
31,254800000,25480000,0,10511008001278000;10511008000996000;00320342
33,122200000,20000000,0,10511008001278000;01211310121
41,423800000,42380000,0,TD11300035000;200000301;21001203;01030500510002
44,-513500000,20000000,0,TD11300031000;10511008001278000;01030500600002;200000301
46,12126400000,500000000,1,1001303001001;01020400610001
30,-678600000,20000000,0,WR0001B;10-01-20-024-0059-0000
35,1671800000,167180000,1,10-01-30-355-0005;10-059-1264-0001
27,923000000,92300000,1,1211310127
39,3900000,20000000,0,00320342;10-01-20-024-0059-0000;10511008001004000;10-01-20-024-0046-0000
32,0,20000000,0,21001203
37,183300000,20000000,0,TD11300036000;01030500600002;200000303;10511008001004000
31,68900000,20000000,0,10511008001278000;00320342
30,539500000,53950000,1,6492
34,0,20000000,1,01030500600002;TD11300035000;TD11300027000;200000301
31,2572700000,257270000,0,TD11330031000;10141114700031;1001303001001
27,0,20000000,0,10511008001278000;00320342;21001203
36,9757800000,500000000,1,52;01020400530001;01020400610001
32,977600000,97760000,1,010300100335;WR0001F;01013000110000000001
49,128700000,20000000,1,TD11300036000;00320342;01030500560002;01030500600002
29,345800000,34580000,0,10511008001166004;TD11300027000;01030500560002;01211310121
29,35100000,20000000,0,TD11300027000;01030500510002
28,681200000,68120000,0,01211310130;10-003-1225-0001
60,7787000000,500000000,1,01211210110;03100;010200100051
33,5115500000,500000000,0,TD11330029000;21000111
35,1288300000,128830000,1,266451
31,76700000,20000000,1,10-01-20-024-0046-0000
40,2077400000,207740000,1,10-059-1264-0001;1001303001004
29,0,20000000,0,TD11300027000;10511008001278000;200000301;01030500600002
35,1042600000,104260000,0,01020400530001;230-0119-85;01020400380001;03010
32,3204500000,320450000,1,3010
26,148200000,20000000,0,TD11300036000;10511008001004000;WR0001B
42,1899300000,189930000,0,01211210121;01020400610001;21001236;10-01-30-355-0005
33,617500000,61750000,1,06492;10-01-20-388-0002
36,5200000,20000000,1,21001115
35,2103400000,210340000,0,TD11330031000
30,-352300000,20000000,1,10511008001278000;01030500510002;200000301
59,2815800000,281580000,0,10-047-1365-0001;220002501;03100;10-01-30-355-0002
44,5240300000,500000000,0,1001303001005;01020400610001
50,6531200000,500000000,0,01020400490002;21001116;10-047-1360-0002;01211210121
51,-2527200000,20000000,1,200000301;00320342
51,3932500000,393250000,1,01012000200000000003;01020400490001
60,2717000000,271700000,1,21001199;10-047-1365-0001;TD11330032000
29,0,20000000,0,10511008001278000;10-01-20-024-0046-0000;TD11300036000;01211310121
43,1857700000,185770000,0,10-059-1264-0001;1001303001005;01020400610001;010200100092
31,0,20000000,0,1.03E+12
26,404300000,40430000,0,10511008001278000;10511008001004000;200000301;01030500560002
23,85800000,20000000,0,TD11300036000;10511008001278000;21001203
49,2789800000,278980000,0,10-01-30-355-0005;01211210121;10527001001278000;TD11330029000
42,462800000,46280000,0,10-01-20-024-0059-0000;10511008001166004;01030500510002;01030500600002
39,80600000,20000000,1,21001115
45,-137800000,20000000,0,10-01-20-024-0046-0000
45,790400000,79040000,0,10-003-1384-0001;4;05100;WR0001L
39,378300000,37830000,1,01030500600002;10-01-20-024-0046-0000
45,-239200000,20000000,0,1.05E+16
39,3048500000,304850000,1,10527001000925000;230-0119-85
23,5200000,20000000,0,1211310121
57,7806500000,500000000,0,01012000210000000000;10-047-1365-0001;10-047-1381-0001
32,432900000,43290000,1,21001203;10511008000996000
29,3953300000,395330000,0,21001236;21001116;01211210122
42,5200000,20000000,1,1.05E+16
47,783900000,78390000,0,10-003-1225-0001;05100;200-0135-12;10-003-1387-0001
36,0,20000000,0,10511008000996000;10511008001004000;21001115;TD11300027000
57,1079000000,107900000,1,01012000200000000003;01020400490001
36,1250600000,125060000,1,10-059-1264-0001;10140110400011;010200100092;01211210122
53,240500000,24050000,1,TD11300031000;10-01-20-024-0046-0000;01030500600002
56,-11700000,20000000,1,TD11300031000;01030500510002
33,1158300000,115830000,0,10-047-1360-0002
59,192400000,20000000,0,1211310121
47,1786200000,178620000,1,01211210122;01020400610001
42,-722800000,20000000,1,10-01-20-024-0059-0000;01211310121;21001115
38,2095600000,209560000,0,01211210121;230-0119-85;10527001000925000
40,0,20000000,1,01211310121;10-01-20-024-0046-0000;TD11300031000
41,-141700000,20000000,1,10511008001004000;TD11300027000;10511008001278000;10511008001166004
43,754000000,75400000,1,05100;WR0001F;10120114300011
24,5850000000,500000000,1,03010;10-047-1360-0002
40,-249600000,20000000,1,1.05E+16
40,-569400000,20000000,0,200000303
34,-911300000,20000000,0,200000301;00320342;01211310121
36,1820000000,182000000,1,1211210121
38,6880900000,500000000,1,10-047-1360-0002;10-01-30-031-0037-0000
39,1020500000,102050000,1,01020400490002;01020400530001
25,484900000,48490000,1,200000303;21001203;10-01-20-024-0046-0000;10511008001004000
39,991900000,99190000,1,WR0001L;10-003-1384-0001;10120116100011
41,1606800000,160680000,0,1211210121
36,-1054300000,20000000,1,10511008001004000;01211310121;TD11300035000
34,9462700000,500000000,1,01211210121;52;00266451
34,622700000,62270000,1,1211310130
38,258700000,25870000,1,01030500560002;10511008001278000;200000301
40,2350400000,235040000,1,10-01-30-355-0005;10-047-1360-0002
31,2600000,20000000,0,TD11300035000;01030500600002;01030500510002
37,-137800000,20000000,0,10-01-20-024-0046-0000;TD11300035000;00320342
58,871000000,87100000,0,4;10120110400011
48,-469300000,20000000,1,1.03E+12
35,206700000,20670000,1,200000303
34,196300000,20000000,0,10-01-20-024-0046-0000;TD11300027000
51,673400000,67340000,1,10120114700011;10-003-1387-0001;05100
39,6594900000,500000000,1,10-059-1264-0001;1001303001001;52
39,789100000,78910000,0,05100;WR0001L;10-003-1387-0001
36,-400400000,20000000,0,10-01-20-024-0046-0000;10511008001004000;TD11300027000
47,477100000,47710000,1,1.05E+16
35,1111500000,111150000,1,10521001001177000;01211210122;10-059-1264-0001;10-01-30-355-0005
33,1612000000,161200000,0,21001236;21000111
47,861900000,86190000,0,WR0001L;10120114300011;01211310127
38,1163500000,116350000,1,10-059-1264-0001;1001303001004;01020400530001;010200100092
46,1045200000,104520000,0,1211210122
42,-529100000,20000000,0,10-01-20-024-0059-0000
47,1042600000,104260000,1,10141114700031;10527001001272000
37,1185600000,118560000,0,1211210122
31,461500000,46150000,1,01030500560002;10-01-20-024-0059-0000
46,3900000,20000000,1,10511008001004000;01030500510002;01211310121
36,0,20000000,0,01211310121;TD11300027000;00320342
40,2386800000,238680000,0,10-047-1360-0002;TD11330029000
39,1852500000,185250000,1,00266451;10527001001278000;10-047-1360-0002;01211210122
45,1251900000,125190000,0,3010
59,188500000,20000000,0,TD11300035000;10511008001166004;10511008001278000
34,824200000,82420000,0,10-003-1387-0001;10120114300011;200-0135-12;10120110400011
40,113100000,20000000,1,WR0001B;10511008000996000
50,-678600000,20000000,1,10511008001004000;10-01-20-024-0059-0000;01030500510002;10511008000996000
36,414700000,41470000,0,WR0001B;01030500600002;01211310121;01030500510002
35,0,20000000,1,200000301
36,621400000,62140000,0,WR0001F;200-0135-12;10-01-20-388-0002
35,-358800000,20000000,1,10-01-20-024-0046-0000;TD11300035000
47,5495100000,500000000,1,10-01-30-031-0037-0000
47,3620500000,362050000,0,10527001000925000;10527001001272000;01020400530001;10-01-30-031-0037-0000
38,1821300000,182130000,1,21001236;TD11330029000
33,0,20000000,1,21001115;01211310121;TD11300027000
38,2407600000,240760000,1,TD11330029000;10527001001278000;220002301;52
39,600600000,60060000,1,10-003-1384-0001;4
43,1040000000,104000000,0,1001303001005;21001236
33,287300000,28730000,1,01211310121;10511008001278000;200000303
34,1415700000,141570000,0,10-047-1360-0002;01211210113;10527001001278000;01020400380001
28,586300000,58630000,1,200-0135-12;10-003-1387-0001
34,644800000,64480000,0,1.00E+12
42,1404000000,140400000,0,21000111;10-047-1360-0002
33,1383200000,138320000,1,01211210121;01211210122
39,386100000,38610000,1,TD11300036000
32,3900000,20000000,1,01211310121;21001115;00320342
34,98800000,20000000,1,01030500560002;TD11300036000;TD11300027000
32,517400000,51740000,0,10-003-1384-0001;10-003-1387-0001;10-003-1381-0001;10120116100011
48,107900000,20000000,0,10-01-20-024-0046-0000
31,1142700000,114270000,1,010200100092;21001116;230-0119-85
33,273000000,27300000,1,TD11300035000
48,-358800000,20000000,1,21001203;21001115
33,1121900000,112190000,0,10140110400011;01211210121;010200100092;01020400490002
30,296400000,29640000,1,10511008001278000;10511008001004000;10511008001166004;01030500510002
35,1814800000,181480000,1,220002301
51,-24700000,20000000,0,WR0001B;01030500600002
38,2928900000,292890000,0,1.00E+12
39,0,20000000,0,01030500600002;200000301;TD11300035000;10-01-20-024-0059-0000
27,344500000,34450000,1,10511008000996000;TD11300036000;TD11300027000
50,-70200000,20000000,0,10511008001004000;01030500560002;200000301;10511008001166004
34,4967300000,496730000,1,230-0119-85
38,0,20000000,1,200000301;200000303;WR0001B;10-01-20-024-0046-0000
29,-9100000,20000000,0,10-01-20-024-0046-0000;WR0001B;01030500510002;10-01-20-024-0059-0000
40,1079000000,107900000,0,21000111;10527001001278000;10141114700031
32,0,20000000,0,TD11300036000;01030500510002;10511008001166004
38,5727800000,500000000,1,220002301;10527001001272000;01211210121
36,568100000,56810000,1,10-003-1384-0001;10-003-1387-0001;10-003-1381-0001;4
28,70200000,20000000,1,01030500510002;01211310121
49,-590200000,20000000,0,200000301
26,1307800000,130780000,1,21001236;21000111;010200100092;10521001001177000
44,3898700000,389870000,0,1001303001005;52
49,110500000,20000000,0,10511008001166004;21001203;10511008001278000
31,23301200000,500000000,1,10-01-30-031-0037-0000;10140110400011;1001303001001;03010
55,10634000000,500000000,0,1.02E+12
32,3160300000,316030000,0,00266451;03010
35,443300000,44330000,1,WR0001B;200000301
35,6451900000,500000000,0,10-059-1264-0001;21001236
31,11415300000,500000000,0,21001116;TD11330029000;10-01-30-031-0037-0000
28,-655200000,20000000,0,10511008001278000;TD11300027000;200000303;TD11300035000
39,2259400000,225940000,0,01020400610001;220002301;01211210113
48,278200000,27820000,1,10511008000996000;10511008001278000;10511008001004000;00320342
32,889200000,88920000,0,200-0135-12;01211310127;10120116100011;10-003-1387-0001
41,754000000,75400000,0,10120114300011;4
34,354900000,35490000,0,TD11300036000;10511008001004000
32,1054300000,105430000,1,1.00E+12
34,0,20000000,0,1.05E+16
36,1760200000,176020000,0,TD11330029000;10-059-1264-0001;21001116
29,-330200000,20000000,0,21001203;21001115;200000301
54,-583700000,20000000,0,10-01-20-024-0046-0000
29,10221900000,500000000,0,21001236;10140110400011;10-01-30-031-0037-0000
35,436800000,43680000,0,10511008000996000;01030500510002;10-01-20-024-0046-0000;21001115
36,1363700000,136370000,0,21001116;230-0119-85;220002301
37,7915700000,500000000,0,1.05E+16
37,-54600000,20000000,0,1.03E+12
31,1238900000,123890000,1,01020400610001;52;10-047-1360-0002
33,409500000,40950000,1,TD11300027000
59,7598500000,500000000,0,10-01-30-355-0002
30,491400000,49140000,0,TD11300031000;10511008000996000;200000303;10-01-20-024-0046-0000
53,994500000,99450000,0,01013000110000000001;06492
26,7533500000,500000000,0,10521001001177000;03010;10141114700031;10-01-30-031-0037-0000
30,409500000,40950000,0,01030500510002;TD11300031000
35,1190800000,119080000,1,1.02E+12
34,161200000,20000000,0,1.03E+12
33,269100000,26910000,1,TD11300035000;01030500510002
59,548600000,54860000,1,1001202000002;06492;10-003-1225-0001
36,162500000,20000000,0,10-01-20-024-0059-0000
34,2600000,20000000,1,01211310121;21001115;01030500560002;TD11300035000
39,9185800000,500000000,0,230-0119-85;10527001001278000;1001303001005
42,189800000,20000000,0,1.05E+16
60,644800000,64480000,1,10-01-20-388-0002;10120114700011;1001202000002
56,-52000000,20000000,1,10511008001166004;10511008001278000;TD11300036000
30,182000000,20000000,0,10511008001004000;TD11300031000
26,100100000,20000000,1,10511008001278000;TD11300027000;01030500560002
35,28600000,20000000,1,200000301
22,-66300000,20000000,1,WR0001B
26,33800000,20000000,1,TD11300027000;10-01-20-024-0059-0000
28,200200000,20020000,1,1211310121
35,694200000,69420000,0,1.01E+13
35,1644500000,164450000,0,52;1001303001001;01211210121
55,-605800000,20000000,0,200000303;01030500510002
32,49400000,20000000,1,01030500600002;10511008001004000
28,913900000,91390000,0,06492;10120114300011;10120116100011
31,890500000,89050000,0,1.01E+13
23,1014000000,101400000,0,10-059-1264-0001
26,-87100000,20000000,1,TD11300036000;200000303;01211310121;21001203
46,1410500000,141050000,0,010200100092;10140110400011;1001303001004;220002301
34,37700000,20000000,0,21001203;01030500560002;10511008001004000;200000301
60,728000000,72800000,1,10-01-20-388-0002;WR0001F;200-0135-12;01211310127
28,28600000,20000000,0,10511008000996000;10511008001278000;00320342;10-01-20-024-0059-0000
29,8537100000,500000000,1,10-059-1264-0001;01211210113;TD11330029000
39,2780700000,278070000,0,10-059-1264-0001
54,756600000,75660000,0,10-003-1381-0001
34,252200000,25220000,0,TD11300036000
27,458900000,45890000,0,00320342;01030500560002;10511008001166004
28,443300000,44330000,1,TD11300031000;10511008001004000;200000301
39,-223600000,20000000,0,21001203;200000301;TD11300036000;21001115
60,-830700000,20000000,1,TD11300031000;21001115;10511008001166004
26,1123200000,112320000,1,TD11330029000;230-0119-85
32,174200000,20000000,1,WR0001B;21001115;10511008001166004
40,65000000,20000000,1,10-01-20-024-0046-0000;TD11300027000;10511008001166004
25,659100000,65910000,1,01013000110000000001;10-003-1225-0001;1001202000002;10120114300011
48,624000000,62400000,1,10-003-1384-0001;01211310130;06492;10120110400011
37,-28600000,20000000,0,01211310121;TD11300031000
39,1141400000,114140000,0,TD11330029000;01211210122;10141114700031
40,3346200000,334620000,1,TD11330031000;10521001001177000;TD11330029000;010200100092
31,3554200000,355420000,1,10527001001278000;21001116
42,313300000,31330000,1,01211310121;10-01-20-024-0059-0000
51,167700000,20000000,1,10511008001166004;21001203;00320342
28,53300000,20000000,1,TD11300036000;01030500510002;TD11300031000
32,4403100000,440310000,1,01211210121;10527001001272000
36,192400000,20000000,1,10511008000996000;10511008001166004
