age,money,gender,salary,product
43,1857700000,0,620000000,"['10120114300011', '1001202000002', 'TD11300035000', '10140114700031', '10-01-30-355-0005']"
47,5445700000,1,1169000000,"['220002701', '10521001000846001']"
51,754000000,1,1187000000,"['01211210110', '00320342', '01211310127', '10511008000996000', '01020400490001']"
32,3399500000,0,51000000,"['01211210122', '220002501']"
53,763100000,1,581000000,"['01211310127', '21001259', '01030500560002']"
33,193700000,0,1352000000,"['01030500560002', '1001303001003']"
40,3900000,1,883000000,"['03100', '21001199']"
42,1049100000,0,793000000,"['10140114700031', '10-01-30-355-0005', '010300100335']"
46,4360200000,1,877000000,"['TD11300027000', 'TD11330029000', '220002701']"
32,1623700000,1,226000000,[]
38,247000000,1,341000000,"['01211210121', '52', '03010', '01211310130', '220002101']"
32,715000000,0,1094000000,"['10-01-30-031-0018-0000', '230-0119-85', '03202', '10-003-1225-0001']"
30,16558100000,0,132000000,"['01020400490001', '01211210110', 'WR0001F']"
35,0,0,729000000,"['10120114300011', '1001303001004', '01020400610001']"
36,1569100000,1,932000000,"['01020400490002', 'TD11330031000', '10141114700031', '21001236']"
43,451100000,0,516000000,"['01020400380001', '1001202000002', '10-003-1387-0001', '53', '01020400490002']"
42,4826900000,1,1046000000,"['10521001001177000', '01013000110000000001', '1001303001004', '10-047-1360-0002']"
40,4357600000,1,93000000,"['10-003-1384-0001', '01030500600002', '53']"
32,330200000,1,939000000,"['10511008001166004', '10140114700031', '10-047-1387-0001', '10-01-30-031-0037-0000', '10-01-30-355-0002']"
32,6050200000,0,1391000000,"['21001115', '01030500560002', '01211310127']"
41,501800000,1,756000000,[]
34,3955900000,1,254000000,"['10511008001278000', '01211210122', '10-01-20-388-0002']"
40,2011100000,0,1477000000,"['1001303001003', '10141114300011', '200000303']"
32,1228500000,1,1303000000,"['220002101', '200-0135-12']"
32,8322600000,1,1394000000,"['1001202000002', '10527001001278000', '10511008001278000']"
36,1683500000,1,1358000000,"['10140110400011', '10-047-1387-0001', '00266451']"
45,9090900000,1,722000000,"['10-047-1365-0001', '01020400490002', 'WR0001L', '230-0119-85', '01020400530001']"
47,5746000000,1,360000000,['01020400610001']
35,183300000,1,1252000000,"['200000301', '10-047-1387-0001', '03100']"
36,14900600000,0,715000000,"['10120114700011', '10120114300011']"
33,8895900000,1,179000000,"['1001303001001', '10140114700031']"
30,651300000,0,567000000,[]
32,7547800000,0,1224000000,"['01211210113', '10-003-1381-0001']"
45,26179400000,0,808000000,['TD11330032000']
47,1709500000,1,30000000,"['21001236', '010300100335', '21001116']"
46,0,0,950000000,"['TD11300031000', '01020400380001']"
39,9100000,0,742000000,"['01012000200000000003', '01020400610001', '01020400510001']"
30,5107700000,0,169000000,"['10527001001278000', '10-01-30-355-0005', '10-01-20-388-0002', '10140110400011']"
45,9100000,0,980000000,"['010200100092', '10-003-1387-0001', 'WR0001F']"
43,908700000,1,162000000,[]
53,547300000,1,1244000000,"['10-01-20-388-0002', '03100']"
43,5632900000,0,842000000,"['10140114700031', '10120114700011', '21001203']"
54,390000000,1,912000000,[]
30,10104900000,0,370000000,"['10141114300011', 'TD11300027000', '21001203', '10-003-1387-0001']"
30,2332200000,0,1223000000,"['10140110400011', '10527001001278000']"
36,2641600000,1,650000000,[]
33,4421300000,1,230000000,"['10120110400011', '10-01-20-388-0002', '10141114700031', 'TD11330031000']"
38,1443000000,0,1297000000,[]
37,3988400000,1,89000000,"['TD11300027000', '10-003-1387-0001', '1001303001001']"
32,1277900000,0,262000000,[]
59,3114800000,1,622000000,"['01020400610001', '10-003-1225-0001', '10-01-30-355-0005', '52', '010200100092']"
59,8954400000,0,574000000,"['52', '10-059-1264-0001', '01020400530001']"
46,2713100000,1,762000000,[]
32,157300000,1,158000000,"['01020400490002', '10120110400011', '10-01-20-024-0046-0000', '10141109800021', '10140114700031']"
52,4509700000,0,383000000,"['010300100335', '10527001000925000', '10141114700031']"
45,7099300000,0,601000000,"['10-01-20-024-0059-0000', '10-047-1360-0002']"
52,9254700000,1,1033000000,['10-01-30-355-0002']
31,45500000,1,696000000,"['010300100335', '10-003-1384-0001']"
31,408200000,1,454000000,"['01020400530001', '53']"
39,24060400000,0,49000000,"['WR0001B', '10-01-30-031-0037-0000', '10141114300011']"
35,7330700000,1,1331000000,"['01211210122', '10-01-30-355-0002', '10511008000996000']"
33,3793400000,1,458000000,"['10140114300011', '01030500600002', '10120114300011']"
50,16274700000,0,1185000000,"['TD11300035000', '03202']"
36,5289700000,1,877000000,"['10141114300011', '21001203', '01020400510001', '10120110400011']"
34,5530200000,0,1300000000,"['10140114300011', '10511008001166004', '10120116100011']"
46,284700000,0,885000000,['10-047-1360-0002']
47,0,0,201000000,"['1001303001003', '10120110400011', 'TD11300031000', '01020400510001']"
39,2941900000,1,570000000,[]
31,3365700000,0,1440000000,['01211310127']
41,2576600000,1,923000000,['TD11300031000']
59,9163700000,0,468000000,"['01211210122', '1001303001001', '21001236', '01211310121']"
39,2558400000,1,1268000000,"['10-01-30-355-0005', '10511008001278000', '10511008000996000']"
48,9353500000,0,768000000,"['TD11330030000', 'TD11300031000', '10-01-20-024-0046-0000', '10120110400011', '10-01-20-388-0002']"
50,5352100000,0,1427000000,[]
31,5135000000,0,18000000,[]
30,643500000,1,829000000,[]
31,11217700000,0,636000000,"['01020400490001', 'TD11330031000', '01211310121']"
30,591500000,0,881000000,"['10-01-20-024-0059-0000', '10120114300011', '10-059-1264-0001']"
34,5896800000,0,802000000,"['01020400490001', '01012000200000000003', '01030500510002']"
53,2310100000,0,110000000,[]
34,4585100000,1,1377000000,"['01211310127', 'TD11300031000']"
57,483600000,0,571000000,"['10521001000846001', '10521001001177000']"
41,119600000,1,902000000,"['220002701', '10-003-1225-0001']"
40,93600000,0,128000000,"['10527001000925000', '220002701', '10140114700031']"
37,1992900000,1,1050000000,"['01020400530001', '00320342', '10527001000925000', '01030500600002', '03202']"
31,5392400000,1,933000000,"['01211310121', '1001303001001']"
58,124800000,1,844000000,['10-047-1387-0001']
39,2918500000,0,1455000000,[]
47,1084200000,1,1455000000,"['1001303001003', '10527001001272000']"
44,5354700000,0,820000000,"['10-003-1384-0001', 'TD11300036000', '10-003-1381-0001', '01020400530001']"
45,682500000,1,1426000000,['01020400610001']
41,50700000,0,627000000,['01020400610001']
33,0,1,618000000,[]
30,3595800000,0,1345000000,"['1001303001004', '200-0135-12', '1001303001005']"
30,4290000000,0,731000000,['010200100051']
42,46800000,1,196000000,"['01211310121', '10-01-20-024-0059-0000']"
49,29276000000,0,299000000,"['10-01-30-031-0018-0000', '10120116100011', '10-003-1384-0001']"
59,10041200000,1,11000000,"['21000111', '10141114300011', '4']"
31,144300000,1,522000000,"['10-01-30-031-0018-0000', '10120114700011', '01030500600002', '1001303001001']"
43,3432000000,0,119000000,['10527001000925000']
38,4466800000,1,436000000,['01211210121']
30,0,0,699000000,"['01012000210000000000', 'TD11330029000', '10-01-30-355-0002']"
35,4726800000,0,628000000,[]
43,4274400000,0,1086000000,"['03010', '010200100092']"
34,3422900000,0,840000000,"['4', '200000301']"
52,754000000,0,1111000000,[]
46,193700000,1,892000000,"['10-047-1387-0001', '03010', '10-059-1264-0001', '05100']"
46,5627700000,0,791000000,"['10527001001272000', '010200100051', '10511008001004000', '21001115', '21001203']"
37,1426100000,1,1392000000,"['010200100051', '03010']"
42,1657500000,0,458000000,"['10140114300011', '10511008001278000', '00320342', 'TD11300035000', '01211210122']"
23,1303900000,0,1093000000,"['10120114300011', '01211310121']"
53,1305200000,1,302000000,"['21001236', '10511008001166004', 'WR0001F', '53', '4']"
26,1058200000,0,612000000,[]
49,1050400000,1,426000000,"['01030500560002', '06492', '10-01-30-355-0002', '01211210113']"
34,1116700000,1,231000000,"['200-0135-12', '10-047-1360-0002', 'TD11300035000']"
28,5804500000,0,875000000,[]
46,0,0,946000000,['10-047-1365-0001']
26,808600000,0,53000000,[]
31,2221700000,1,118000000,"['WR0001F', '010200100051']"
51,512200000,1,1322000000,"['01211210122', '01211210113']"
47,1462500000,0,672000000,['21001259']
53,600600000,1,1227000000,"['21001115', 'WR0001L', 'TD11300035000', '21001116']"
29,715000000,1,87000000,"['10521001000846001', '03100', '01030500600002']"
32,702000000,1,181000000,"['01013000110000000001', '01211210110', '01012000210000000000', '01211310121']"
26,1223300000,0,970000000,"['03202', '53', 'WR0001F', '010200100104']"
40,1769300000,0,800000000,['WR0001F']
33,587600000,0,76000000,"['01030500510002', '10-01-30-355-0005']"
49,673400000,0,1230000000,['01020400490002']
60,92300000,1,1170000000,[]
41,4204200000,1,143000000,"['WR0001L', 'TD11330029000']"
36,127400000,0,248000000,"['01020400490001', '21001203']"
29,254800000,1,72000000,"['01020400510001', '10511008000996000', '21001116', 'TD11330031000']"
42,1216800000,0,521000000,"['01013000110000000001', '05100', '10527001001272000', '10-003-1384-0001']"
33,390000000,0,844000000,"['10511008001004000', '010200100092', '01020400530001']"
31,282100000,1,447000000,[]
31,211900000,0,975000000,"['10-047-1387-0001', '03010', '200-0135-12', '10-01-20-024-0046-0000', '10511008000996000']"
26,143000000,0,93000000,[]
40,2139800000,0,1313000000,['10527001000925000']
45,2652000000,1,1463000000,[]
55,400400000,1,892000000,"['10-047-1365-0001', '06492', '10521001000846001', '01020400510001', '01020400610001']"
29,3022500000,0,729000000,"['TD11330030000', '010200100092', 'TD11300035000', '06492']"
47,111800000,1,1405000000,"['1001202000002', '10120110400011', '1001303001004', '10-003-1381-0001']"
50,1414400000,1,494000000,['01211310130']
44,0,1,1121000000,['10141109800021']
56,0,1,541000000,"['TD11330031000', '1001303001003', '10-01-20-024-0059-0000']"
39,2733900000,0,374000000,"['10-01-30-355-0002', '03010', '10-047-1360-0002', '00320342']"
59,2600000,0,682000000,['1001303001003']
43,66300000,1,1027000000,"['010200100051', '10140114300011', 'TD11330031000', '220002701', '200000301']"
36,124800000,1,27000000,"['10-047-1360-0002', '21001115']"
29,1335100000,1,972000000,[]
38,1700400000,0,740000000,"['10527001000925000', '21001116', '03010', '10-01-20-388-0002']"
41,1092000000,1,1031000000,['1001202000002']
58,7411300000,0,534000000,"['10-01-30-031-0018-0000', '21001199', '10140114700031', '00266451', '01020400490002']"
61,7820800000,1,461000000,"['200-0135-12', 'WR0001F']"
36,819000000,0,182000000,['03010']
30,561600000,1,906000000,['21001199']
43,321100000,1,1245000000,"['TD11300027000', '10521001000846001', '010300100335', '01211210110']"
39,67600000,0,359000000,"['10511008001004000', '10120116100011', '10-01-30-355-0002']"
48,809900000,0,415000000,[]
26,0,0,661000000,[]
51,130000000,0,533000000,[]
37,5315700000,0,647000000,"['10120116100011', '1001303001001']"
29,2169700000,1,641000000,"['10-01-20-388-0002', '01211310121', 'TD11330030000', '10-003-1384-0001', '10-003-1225-0001']"
57,219700000,1,264000000,['21001115']
25,627900000,1,474000000,"['01211210113', '1001303001003', '10140114300011']"
68,325000000,0,964000000,"['10140114300011', '01013000110000000001', '1001303001004', '21001199', '220002701']"
34,0,0,889000000,"['220002701', '10521001001177000', '1001303001001', '03010']"
38,1172600000,0,593000000,['21001203']
54,2802800000,0,1284000000,"['200000303', '01030500560002']"
32,3068000000,0,967000000,"['01020400610001', '10140110400011', '01030500560002', '10-047-1360-0002', '10511008001166004']"
41,261300000,0,1071000000,"['220002701', '03010', '01013000110000000001']"
48,119600000,1,1106000000,"['TD11300036000', '10-059-1264-0001', '00266451']"
59,668200000,0,1018000000,[]
39,148200000,0,1405000000,"['10511008001278000', '10-01-30-031-0037-0000', '10141114700031']"
31,1730300000,0,502000000,"['10141109800021', '01020400380001', '200-0135-12', '10-01-30-355-0002']"
30,951600000,1,572000000,[]
40,1700400000,1,1106000000,"['21000111', '10140114700031', '10-01-30-031-0037-0000', '53', '220002701']"
28,0,0,1482000000,"['10527001001278000', '21001203']"
52,1261000000,0,59000000,"['01012000200000000003', '10141109800021', 'TD11330032000', 'WR0001F']"
32,1619800000,0,237000000,[]
34,94900000,0,1030000000,"['01211210113', '220002501', '4', '200-0135-12']"
31,527800000,0,413000000,"['10527001001272000', '10-047-1365-0001', '21001203', '220002301']"
57,5708300000,1,13000000,[]
31,218400000,1,490000000,"['01211210110', '1001303001003', '10511008001004000']"
29,1873300000,0,425000000,['01211210113']
75,5045300000,1,58000000,"['10-003-1225-0001', '10120114300011', '10-047-1365-0001', '10-01-20-024-0059-0000']"
32,881400000,0,814000000,"['10-003-1225-0001', '1001303001001', 'TD11330031000', '21001116']"
31,183300000,0,1228000000,"['21001116', '200000301', '01020400510001']"
41,122200000,0,3000000,"['10-059-1264-0001', '01211310130', '10521001001177000', '1001303001001', '01020400490001']"
22,1166100000,1,588000000,['10-047-1360-0002']
31,1578200000,1,546000000,['WR0001L']
69,421200000,0,636000000,[]
30,3465800000,0,778000000,"['10521001001177000', '21001116']"
49,13796900000,0,318000000,"['01020400380001', 'TD11330031000']"
29,906100000,0,198000000,"['220002501', '00266451', '10-01-30-031-0037-0000', '10120110400011']"
43,1238900000,0,656000000,"['01030500560002', '010200100092']"
28,257400000,1,1497000000,"['010200100051', 'TD11300031000', '10-01-20-388-0002', '01211210121', 'TD11330032000']"
56,1443000000,1,802000000,"['21000111', '01211310130', '01030500600002']"
39,169000000,0,1026000000,"['21001199', 'TD11300031000', '00320342']"
33,409500000,0,116000000,"['21001199', '01211310121']"
38,5697900000,0,705000000,"['01020400490002', '06492']"
30,406900000,1,546000000,[]
29,354900000,0,633000000,['01211210113']
69,1092000000,1,1461000000,"['010300100335', '10-01-30-031-0018-0000', '01211210122', 'TD11330031000']"
44,401700000,0,997000000,"['21001115', '220002101', 'TD11300031000']"
35,3519100000,0,341000000,[]
31,1441700000,0,1261000000,"['220002101', '10511008000996000', '10521001001177000', '01013000110000000001', '01012000210000000000']"
26,131300000,0,660000000,"['10521001000846001', '220002101', '01020400490001', 'WR0001L']"
26,942500000,0,1125000000,['1001303001001']
34,401700000,0,1359000000,[]
42,703300000,1,328000000,"['1001303001004', '10-003-1384-0001', 'WR0001F', '220002701', '06492']"
54,0,1,606000000,"['10-047-1365-0001', 'TD11330032000']"
53,2111200000,1,43000000,"['10141109800021', 'TD11300036000', '10511008000996000', '01030500510002']"
54,0,0,948000000,"['10120114300011', '01211310130']"
48,413400000,0,572000000,"['10-01-30-355-0002', '220002701', '10521001001177000']"
40,2480400000,0,226000000,"['TD11330030000', '01211310121', '52', 'TD11330029000', '10527001001278000']"
28,878800000,1,688000000,['01211210121']
34,1398800000,1,392000000,"['00320342', 'TD11300035000', '010300100335']"
34,1596400000,1,364000000,"['230-0119-85', '220002301']"
32,0,1,517000000,[]
31,16900000,0,3000000,"['200-0135-12', 'TD11330030000', '10527001001272000', '10-059-1264-0001', '01211210121']"
31,16714100000,0,1338000000,"['01211310121', '01012000210000000000', '10140110400011', '10511008000996000']"
66,0,0,747000000,[]
37,7931300000,1,1203000000,"['10141114300011', '10521001001177000', '220002301', '200000301', '53']"
33,205400000,0,176000000,"['21000111', '1001303001004', '01020400610001', '10-01-20-388-0002']"
50,449800000,1,14000000,"['10141109800021', '01211210110', '10120110400011', '200-0135-12']"
33,906100000,0,119000000,"['10-047-1360-0002', '10527001001278000', '01211210121', '03202']"
56,800800000,0,657000000,"['10-01-20-388-0002', '01020400380001']"
26,1482000000,1,649000000,"['10140114300011', '03010', 'TD11330030000']"
59,4477200000,0,1370000000,[]
32,2442700000,1,344000000,['010200100051']
22,0,1,787000000,"['10-01-20-388-0002', '21001116', '52', '10141114700031']"
34,0,0,530000000,"['10140114300011', '220002101', '1001303001004', '01211310130']"
39,1940900000,1,721000000,"['21001116', '21001115', '10-059-1264-0001', '10527001001272000']"
28,406900000,0,1040000000,[]
31,2359500000,0,49000000,"['10120114700011', '10120116100011', 'TD11330031000', '10527001001272000', 'TD11300027000']"
33,910000000,1,1165000000,"['03010', '10-01-20-024-0059-0000', '220002501']"
66,267800000,1,385000000,['01211210121']
26,331500000,1,944000000,[]
30,351000000,0,421000000,"['10-047-1365-0001', 'TD11300031000', '1001303001001', '01012000200000000003', '10140114300011']"
28,6483100000,0,1240000000,"['220002101', '200000303']"
29,874900000,0,1105000000,"['01020400510001', '10-003-1384-0001', '10-01-20-024-0046-0000', '10-047-1365-0001', '21001199']"
49,416000000,1,1328000000,"['TD11330029000', '200000303', '10141114700031']"
34,0,1,1192000000,"['21001199', 'TD11300036000', '10-047-1365-0001', '21001203']"
47,379600000,0,551000000,"['01012000200000000003', '220002701', '01013000110000000001']"
42,984100000,0,707000000,"['00266451', '01030500600002', '10521001000846001']"
43,52000000,1,427000000,"['TD11300027000', '01211310127']"
61,1634100000,1,1498000000,[]
35,2200900000,0,141000000,"['01020400610001', '21001259', '21001116']"
40,6578000000,0,7000000,['10-059-1264-0001']
31,484900000,0,301000000,[]
33,479700000,1,334000000,['21001203']
69,3049800000,1,831000000,['TD11300035000']
30,2078700000,1,1045000000,['TD11300035000']
41,1385800000,1,318000000,"['WR0001B', '10511008001004000', '10-047-1365-0001', '53', '10-01-30-031-0018-0000']"
31,3383900000,0,1068000000,"['TD11300031000', '21001116', '10-01-30-355-0005', '00320342', '10140114700031']"
22,495300000,1,1429000000,"['06492', 'TD11330030000', '21001203']"
37,1708200000,1,806000000,"['1001303001005', '01020400380001', '10140114300011', '01020400490001']"
48,7395700000,0,1236000000,"['10120114700011', '1001303001005', 'TD11330031000', '010200100104']"
85,15748200000,1,1489000000,"['01211310121', 'WR0001B']"
72,0,1,1459000000,"['21001203', 'TD11300036000', '200000301']"
46,2901600000,1,1077000000,"['220002301', '01211210121', '03010', 'TD11300035000']"
26,15420600000,1,856000000,['10141114700031']
37,165100000,1,337000000,['21001259']
53,2797600000,0,985000000,"['10-047-1381-0001', '4', '10140110400011']"
33,4617600000,1,1492000000,[]
90,1300000,0,1169000000,[]
54,2433600000,0,1409000000,"['01020400530001', '10-047-1365-0001']"
67,1743300000,1,1420000000,"['WR0001L', '10141116600001', '1001303001005']"
42,10012600000,0,349000000,"['01020400530001', '01020400610001', '10-01-30-031-0037-0000']"
71,6054100000,0,1054000000,['220002501']
44,516100000,0,387000000,[]
47,0,1,752000000,"['10141109800021', '10-059-1264-0001', '03202']"
44,452400000,1,726000000,"['WR0001F', '10-01-30-355-0005', '01211210121', '10527001001278000', '21001259']"
37,3174600000,1,162000000,"['10521001001177000', '10-003-1225-0001']"
37,2005900000,1,1415000000,"['010300100335', 'TD11300031000']"
28,1046500000,1,1187000000,[]
21,2944500000,0,1041000000,[]
32,405600000,1,667000000,[]
51,254800000,0,227000000,"['10527001001272000', 'WR0001L', '10-01-30-031-0037-0000']"
26,806000000,1,851000000,"['01020400490001', '01211310130', '10511008001278000']"
74,2228200000,0,367000000,"['010200100051', '01211210113', '10521001000846001', '220002101']"
65,3140800000,1,983000000,[]
47,435500000,1,845000000,[]
38,981500000,0,912000000,['03100']
71,3705000000,0,269000000,[]
29,1475500000,0,1050000000,"['10120114700011', '10-01-20-024-0046-0000', '220002301', '10140114700031']"
61,256100000,1,357000000,"['010200100092', '01020400530001', '10527001000925000']"
57,936000000,0,272000000,"['01211210121', '01030500600002', '1001303001005']"
37,6961500000,1,1117000000,['TD11300035000']
68,578500000,0,601000000,"['01012000200000000003', '10527001000925000']"
29,6966700000,1,339000000,"['TD11330029000', '10-01-30-355-0005', '10-01-30-355-0002']"
51,1875900000,0,160000000,"['10521001000846001', '03202', '1001303001001', '10521001001177000', '01211310130']"
41,5261100000,0,1040000000,[]
24,31041400000,0,1093000000,"['1001303001003', '010300100335', '220002301']"
24,217100000,0,40000000,[]
59,1361100000,0,135000000,"['00266451', '10140114700031', 'TD11330030000', '10511008000996000']"
85,9896900000,0,506000000,"['200000303', '10-047-1387-0001']"
51,152100000,1,28000000,"['53', '10-01-20-024-0059-0000']"
39,2945800000,0,657000000,"['03100', '21001115', '01020400380001']"
44,725400000,0,422000000,['21001236']
26,3261700000,1,1214000000,['01211210110']
48,2350400000,0,778000000,"['TD11300036000', '01030500600002', '010200100092', '200-0135-12', '10120114300011']"
37,1469000000,1,67000000,"['TD11300035000', '10521001000846001', '01020400510001', '01020400610001', '01211210110']"
71,848900000,0,376000000,[]
62,2627300000,1,1311000000,"['03202', '10-047-1365-0001', 'TD11300031000', 'TD11330032000']"
26,406900000,1,162000000,"['01013000110000000001', '10-01-20-024-0046-0000', '010300100335', '10527001001272000', '220002301']"
43,1277900000,0,226000000,"['21001116', '10140114700031', 'TD11300031000']"
30,7229300000,0,1042000000,['TD11330029000']
50,10848500000,1,937000000,"['1001303001003', '010300100335']"
25,1600300000,0,624000000,"['200000301', '01211210113', 'TD11300036000', '220002301']"
25,4849000000,0,130000000,['10-059-1264-0001']
31,1201200000,0,955000000,"['21000111', 'WR0001L', 'TD11330029000']"
28,3235700000,1,1330000000,"['00266451', '01020400490001', '10511008000996000', '010200100092']"
66,1293500000,0,53000000,"['10140114300011', '01211310127', '10-047-1387-0001', '220002501', '01012000200000000003']"
41,364000000,1,511000000,[]
46,4464200000,1,866000000,['00320342']
42,748800000,0,1144000000,"['03202', '010200100051', '21001203']"
28,1771900000,1,932000000,"['01211210121', '10-003-1387-0001', '1001303001004', '10-003-1381-0001']"
39,755300000,0,717000000,"['10-01-20-024-0059-0000', '220002101', 'TD11300035000', '10140114700031', '03202']"
42,1788800000,1,744000000,"['01030500600002', '10511008001004000', '10-01-20-024-0059-0000', '01030500560002', '10-01-30-031-0018-0000']"
35,67600000,1,218000000,"['21001203', '01211210113', '10-047-1360-0002', '01013000110000000001']"
55,0,0,955000000,[]
37,713700000,0,525000000,"['10-01-30-031-0018-0000', '220002701', '10-01-20-024-0046-0000', '10-01-30-355-0005', '10-003-1225-0001']"
29,119600000,1,935000000,"['1001303001005', '10-047-1365-0001', '01013000110000000001']"
49,3745300000,1,1209000000,"['TD11300027000', 'TD11330029000', '10-01-30-355-0005', '10511008000996000']"
44,325000000,0,1140000000,"['10140110400011', '1001303001001', 'WR0001L']"
54,782600000,0,742000000,[]
28,949000000,0,1112000000,['10521001001177000']
30,679900000,1,486000000,"['03100', '200000303', '10-01-30-031-0018-0000']"
47,380900000,0,1289000000,"['10-003-1381-0001', 'WR0001F']"
34,279500000,0,1006000000,['01020400490002']
37,0,0,1165000000,"['01020400490002', '01030500560002', '200000303', '10-047-1365-0001', '010200100104']"
25,54600000,0,735000000,"['01020400530001', '1001303001005']"
29,410800000,0,1012000000,"['WR0001L', '01211310130']"
62,5930600000,0,331000000,"['WR0001F', '10521001000846001', '10527001001272000', '220002701', '10527001001278000']"
58,13234000000,0,1144000000,"['10-01-20-388-0002', '200000303', 'TD11300036000', '10521001000846001', '1001202000002']"
46,0,0,730000000,"['10527001000925000', '1001303001001', '10120114300011']"
56,365300000,1,1120000000,"['10521001001177000', '10527001001272000', '01030500560002']"
33,325000000,0,950000000,"['10-047-1381-0001', '220002501', '10141109800021', '21001116']"
27,0,0,16000000,[]
60,525200000,1,859000000,"['05100', '10-003-1387-0001', 'TD11300036000', '10140114300011', '230-0119-85']"
32,657800000,0,408000000,"['10-047-1381-0001', '220002101', '10-01-30-031-0037-0000']"
83,1426100000,0,340000000,"['10-047-1365-0001', '10141116600001']"
35,4807400000,0,1468000000,"['WR0001L', '1001303001004']"
31,1147900000,0,182000000,['01020400510001']
30,3300700000,0,1349000000,[]
29,3023800000,1,1204000000,['10511008000996000']
36,1054300000,1,310000000,"['10521001000846001', '10141114700031']"
57,332800000,0,1488000000,"['TD11330031000', '01211210122', '21001115']"
21,886600000,0,809000000,[]
44,627900000,0,876000000,"['10527001000925000', '10511008000996000', '200000303', '03202', '10-047-1381-0001']"
23,1957800000,0,345000000,"['10120116100011', '10141116600001', '01211210122', '1001303001005', '03202']"
34,747500000,1,1138000000,"['01012000200000000003', '10-003-1381-0001', '01030500510002']"
32,531700000,1,66000000,['010200100104']
37,1710800000,1,442000000,"['220002301', '01211310130', 'TD11330030000']"
35,872300000,0,910000000,['01013000110000000001']
47,3056300000,0,1283000000,"['00320342', '01020400610001']"
61,1296100000,1,863000000,"['10120114700011', '01211310127']"
30,6250400000,1,122000000,"['WR0001L', '10120116100011']"
70,8348600000,1,1239000000,"['03100', '10141109800021', '200000303', '10-01-20-024-0046-0000', '01211210110']"
52,40300000,0,521000000,"['10527001001272000', '10521001001177000', '10-01-30-031-0037-0000', '01211310127']"
28,222300000,0,879000000,"['10141109800021', '21001259', '01211210122', '01020400530001']"
57,3485300000,1,361000000,"['230-0119-85', '01211210122', '01030500600002', 'WR0001B', '01020400530001']"
24,79300000,0,362000000,"['03100', '01020400490002', '10511008001166004', '10140114700031']"
32,11607700000,1,1067000000,['TD11330030000']
65,929500000,1,723000000,"['01211310130', '220002701', '10511008001278000', '1001202000002']"
44,1375400000,0,1342000000,"['10-01-30-031-0037-0000', '01012000200000000003', '10527001000925000', '01211210113', '01020400610001']"
32,44200000,1,789000000,"['10527001001272000', '10511008000996000']"
33,335400000,1,414000000,['TD11300036000']
53,0,0,1455000000,"['01020400380001', '03202', '010200100051']"
31,92300000,0,1231000000,[]
58,7553000000,0,5000000,"['10511008001278000', '10521001000846001', '10-01-30-031-0018-0000', '03202']"
30,4514900000,1,521000000,"['01211210113', '10-01-20-024-0046-0000', 'TD11300035000']"
47,309400000,0,545000000,['03010']
60,2262000000,0,1299000000,[]
36,4429100000,0,434000000,"['TD11300031000', 'WR0001B', '01012000210000000000']"
37,1358500000,0,559000000,"['10-01-30-031-0037-0000', '010200100051', '220002301']"
43,171600000,0,1238000000,['10-01-20-024-0059-0000']
37,1300000000,1,67000000,['01211210122']
31,149500000,0,1325000000,['10141116600001']
31,234000000,1,2000000,"['21000111', '10511008001278000', '06492']"
30,261300000,0,1127000000,"['21001203', '01020400490001', '200000303']"
30,10515700000,1,818000000,[]
32,11525800000,1,170000000,"['10-003-1384-0001', '01012000210000000000', '53']"
35,2600000,1,1426000000,"['200-0135-12', '01013000110000000001', '10-003-1387-0001']"
59,336700000,1,853000000,"['10120110400011', '21001115', '10120114300011']"
33,1439100000,1,1342000000,['TD11300036000']
37,2249000000,0,1342000000,[]
31,581100000,0,238000000,"['01030500600002', '10521001000846001', '01211210110']"
26,3621800000,0,764000000,['03010']
53,13240500000,1,263000000,[]
34,1271400000,0,444000000,"['10-01-30-031-0037-0000', 'TD11330030000', '1001303001005', '00320342']"
46,169000000,0,99000000,"['10141109800021', 'TD11330030000', '01211310121', '10-01-20-388-0002', '1001202000002']"
76,3963700000,1,1015000000,"['WR0001L', '10141109800021']"
46,14800500000,0,1018000000,"['01012000210000000000', '10140114300011']"
83,59800000,0,1459000000,"['21001259', '21001115', '06492']"
23,5363800000,0,132000000,"['10120116100011', '06492', '10-047-1365-0001', 'TD11330031000', '10-003-1225-0001']"
34,275600000,0,78000000,['06492']
24,1625000000,1,1283000000,[]
41,32500000,0,78000000,"['10-003-1384-0001', '230-0119-85']"
28,1660100000,0,334000000,['1001303001004']
34,507000000,0,192000000,"['10-047-1360-0002', '10-003-1225-0001', 'TD11300036000']"
77,12481300000,1,1227000000,['03010']
36,734500000,0,670000000,"['TD11330032000', '01020400510001', '10527001001278000']"
58,1799200000,1,116000000,"['01013000110000000001', '01012000210000000000', '10-01-30-031-0018-0000', '10141109800021', '00266451']"
46,678600000,0,565000000,"['010200100104', '10-01-30-355-0005', '10-059-1264-0001', '21001116']"
59,12578800000,0,1165000000,[]
19,174200000,0,619000000,['220002101']
23,2785900000,1,662000000,"['03100', '01211210110', '10527001001272000', '21001115']"
27,1080300000,1,688000000,"['03010', '10511008001004000']"
73,3000400000,1,1016000000,"['10511008001004000', '10140110400011', '10-003-1225-0001', '52', '10521001001177000']"
41,1908400000,1,1305000000,"['00320342', '10141114300011', '10-003-1381-0001', '01211210121', '21001199']"
